"SUID","AverageShortestPathLength","BetweennessCentrality","Chromosome Name","chromosome_name","ClosenessCentrality","ClusteringCoefficient","Drug(s)","Eccentricity","Entrez Gene Name","Exp False Discovery Rate (q-value)","Exp Log Ratio","Exp p-value","ID","IsSingleNode","Location","name","NeighborhoodConnectivity","Node Degree","NombreCromosoma","Notes","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","Symbol","TopologicalCoefficient","Type(s)"
"25555","5.73296938","0.0","11","11","0.17442968","0.0","","14","synaptotagmin VII","4.78E-4","0.809","1.07E-4","9066","false","Cytoplasm","SYT7","27.0","1","11","","1","0","0","0.78486503","true","0","SYT7","0","","0.0","transporter"
"25556","1.0","0.0","1",,"1.0","0.0","","1","S100 calcium binding protein A8","1.0","0.017","1.0","6279","false","Cytoplasm","S100A8","1.0","1","1","","1","0","0","1.0","true","0","S100A8","0","","0.0","other"
"25557","1.0","0.0","1",,"1.0","0.0","","1","S100 calcium binding protein A9","1.0","0.004","1.0","6280","false","Cytoplasm","S100A9","1.0","1","1","","1","0","0","1.0","true","0","S100A9","0","","0.0","other"
"25558","10.41110847","0.0","11",,"0.09605125","0.0","","20","SAC3 domain containing 1","1.0","0.43","0.999","29901","false","Cytoplasm","SAC3D1","2.0","1","11","","1","0","0","0.57222234","true","0","SAC3D1","0","","0.0","other"
"25559","6.4488488","8.291E-4","6",,"0.15506644","0.0","","14","small nuclear ribonucleoprotein polypeptide C","2.73E-7","0.652","4.96E-8","6631","false","Nucleus","SNRPC","14.0","5","6","","2","0","0","0.75232505","true","0","SNRPC","155816","","0.5","other"
"25560","1.5","0.0","5",,"0.66666667","0.0","","2","SAP30-like","0.00819","-0.58","0.00201","79685","false","Nucleus","SAP30L","2.0","1","5","","1","0","0","0.75","true","0","SAP30L","0","","0.0","other"
"25561","7.6558272","0.0","17",,"0.13061946","0.0","","17","sterile alpha and TIR motif containing 1","1.0","-0.384","0.974","23098","false","Plasma Membrane","SARM1","2.0","1","17","","1","0","0","0.6974624","true","0","SARM1","0","","0.0","transmembrane receptor"
"25562","6.47994303","1.0266E-4","11",,"0.15432234","0.0","","15","translocase of inner mitochondrial membrane 10 homolog B (yeast)","1.0","-0.029","1.0","26515","false","Cytoplasm","TIMM10B","7.5","21","11","","2","0","0","0.75091168","true","0","TIMM10B","19712","","0.54166667","transporter"
"25563","7.47543318","0.0","2",,"0.13377151","0.0","","17","SATB homeobox 2","1.0","0.365","0.952","23314","false","Nucleus","SATB2","3.0","1","2","","1","0","0","0.70566213","true","0","SATB2","0","","0.0","transcription regulator"
"25564","1.0","0.0","X",,"1.0","0.0","","1","spermidine/spermine N1-acetyl transferase-like 1","1.0","0.051","1.0","340562","false","Other","SATL1","1.0","1","X","","1","0","0","1.0","true","0","SATL1","0","","0.0","other"
"25565","1.0","0.0","1",,"1.0","0.0","","1","zinc metallopeptidase STE24","0.00487","0.604","0.00117","10269","false","Nucleus","ZMPSTE24","1.0","1","1","","1","0","0","1.0","true","0","ZMPSTE24","0","","0.0","peptidase"
"25566","8.25777356","9.4922E-4","2",,"0.12109802","0.0","","17","tRNA-yW synthesizing protein 5","1.0","0.131","1.0","129450","false","Other","TYW5","2.0","2","2","","2","0","0","0.6701012","true","0","TYW5","230856","","0.5","enzyme"
"25567","2.91111111","0.00525253","21",,"0.34351145","0.0","","5","SR-related CTD-associated factor 4","1.0","0.286","1.0","57466","false","Nucleus","SCAF4","8.5","2","21","","2","0","0","0.72698413","true","0","SCAF4","28","","0.53571429","other"
"25568","6.57251365","0.0","7",,"0.15214879","0.0","","16","zinc finger protein 777","1.0","0.216","1.0","27153","false","Other","ZNF777","10.0","4","7","","1","0","0","0.74670393","true","0","ZNF777","0","","0.0","other"
"25569","6.2136245","1.4422E-4","19",,"0.16093666","0.1","","16","zinc finger protein 540","3.77E-12","-0.891","5.53E-13","163255","false","Cytoplasm","ZNF540","8.0","5","19","","5","0","0","0.76301707","true","0","ZNF540","19116","","0.23125","translation regulator"
"25570","2.5","0.0","10",,"0.4","0.0","","4","ubiquitin domain containing 1","1.0","0.258","1.0","80019","false","Other","UBTD1","2.0","1","10","","1","0","0","0.625","true","0","UBTD1","0","","0.0","other"
"25571","7.14170425","0.0","21",,"0.1400226","0.0","","15","small ubiquitin-like modifier 3","1.0","0.207","1.0","6612","false","Nucleus","SUMO3","3.0","1","21","","1","0","0","0.72083163","true","0","SUMO3","0","","0.0","other"
"25572","7.2665559","0.0","14",,"0.13761678","0.0","","16","serine/threonine/tyrosine interacting protein","1.0","0.233","1.0","6815","false","Cytoplasm","STYX","13.0","1","14","","1","0","0","0.71515655","true","0","STYX","0","","0.0","phosphatase"
"25573","7.15974365","2.6E-7","1",,"0.13966981","0.66666667","","16","TROVE domain family, member 2","1.0","0.508","0.39","6738","false","Nucleus","TROVE2","10.33333333","2","1","","3","0","0","0.72001165","true","0","TROVE2","22","","0.44927536","other"
"25574","7.23688583","2.6E-7","10",,"0.13818098","0.0","","16","TruB pseudouridine (psi) synthase family member 1","1.0","0.505","0.451","142940","false","Other","TRUB1","10.0","1","10","","2","0","0","0.71650519","true","0","TRUB1","22","","0.6","enzyme"
"25575","6.1215286","0.0","4",,"0.16335789","0.0","","14","ubiquitin-conjugating enzyme E2D 3","1.0","-0.038","1.0","7323","false","Cytoplasm","UBE2D3","12.0","4","4","","1","0","0","0.76720325","true","0","UBE2D3","0","","0.0","enzyme"
"25576","7.30500831","0.0","9",,"0.13689238","0.0","CB-5083","15","valosin containing protein","1.0","0.307","1.0","7415","false","Cytoplasm","VCP","9.0","11","9","","1","0","0","0.71340871","true","0","VCP","0","","0.0","enzyme"
"25577","1.0","0.0","3",,"1.0","0.0","","1","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B","1.0","-0.531","0.361","7869","false","Extracellular Space","SEMA3B","1.0","1","3","","1","0","0","1.0","true","0","SEMA3B","0","","0.0","other"
"25578","1.0","0.0","2",,"1.0","0.0","","1","SEC14 and spectrin domains 1","1.0","-0.361","0.976","91404","false","Extracellular Space","SESTD1","1.0","1","2","","1","0","0","1.0","true","0","SESTD1","0","","0.0","other"
"25579","6.88321861","0.0","17",,"0.14528087","0.0","","14","SUMO1/sentrin/SMT3 specific peptidase 3","1.0","-0.275","1.0","26168","false","Nucleus","SENP3","7.0","36","17","","1","0","0","0.73258097","true","0","SENP3","0","","0.0","peptidase"
"25580","6.98552101","0.0","4",,"0.14315324","0.0","","17","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase","1.0","-0.073","1.0","51091","false","Cytoplasm","SEPSECS","4.0","1","4","","1","0","0","0.72793086","true","0","SEPSECS","0","","0.0","enzyme"
"25581","6.33183005","1.4823E-4","6",,"0.15793222","0.0","","16","transmembrane protein 181","1.0","0.164","1.0","57583","false","Other","TMEM181","7.0","1","6","","2","0","0","0.75764409","true","0","TMEM181","15146","","0.54545455","other"
"25582","1.0","0.0","CHR_HSCHR5_1_CTG1_1",,"1.0","1.0","","1","",,,,,"false","","SERF1A","2.0","2","5","","2","0","0","1.0","true","0","SERF1A","0","","1.0",""
"25583","1.0","0.0","CHR_HSCHR5_1_CTG1_1",,"1.0","1.0","","1","",,,,,"false","","SMN2","2.0","2","5","","2","0","0","1.0","true","0","SMN2","0","","1.0",""
"25584","7.25421315","0.0","13",,"0.13785093","0.0","","16","shisa family member 2","1.0","0.048","1.0","387914","false","Other","SHISA2","2.0","1","13","","1","0","0","0.71571758","true","0","SHISA2","0","","0.0","other"
"25585","7.1136957","0.0","2",,"0.14057391","0.0","","16","serine/threonine kinase 25","1.0","-0.225","1.0","10494","false","Cytoplasm","STK25","5.0","6","2","","1","0","0","0.72210474","true","0","STK25","0","","0.0","kinase"
"25586","6.11796819","3.4056E-4","5",,"0.16345296","0.33333333","","16","zinc finger protein 354B","1.86E-5","-0.664","3.78E-6","117608","false","Other","ZNF354B","21.0","1","5","","3","0","0","0.76736508","true","0","ZNF354B","65482","","0.3974359","other"
"25587","7.62591977","0.0","9",,"0.13113172","0.0","","18","tumor necrosis factor (ligand) superfamily, member 8","1.0","0.058","1.0","944","false","Plasma Membrane","TNFSF8","4.0","1","9","","1","0","0","0.69882183","true","0","TNFSF8","0","","0.0","cytokine"
"25588","8.12105388","0.0","11",,"0.12313673","0.0","","16","transmembrane protein 136","1.0","-0.091","1.0","219902","false","Other","TMEM136","2.0","1","11","","1","0","0","0.67631573","true","0","TMEM136","0","","0.0","other"
"25589","1.74358974","0.0569853","3",,"0.57352941","0.58095238","","3","SET domain containing 5","1.0","0.307","1.0","55209","false","Other","SETD5","13.53333333","15","3","","15","0","0","0.81410256","true","0","SETD5","450","","0.39803922","other"
"25590","2.68421053","0.00137393","17",,"0.37254902","0.85714286","","5","vacuole membrane protein 1","2.17E-11","0.916","3.28E-12","81671","false","Plasma Membrane","VMP1","9.28571429","7","17","","7","0","0","0.7593985","true","0","VMP1","12","","0.61904762","other"
"25591","8.04960836","4.7472E-4","16","16","0.12422965","0.0","","16","SET domain containing 6","1.0","-0.163","1.0","79918","false","Nucleus","SETD6","3.0","1","16","","2","0","0","0.67956326","true","0","SETD6","75168","","0.5","enzyme"
"25592","9.04937099","0.0","19","19","0.11050492","0.0","","17","zinc finger protein 317","1.0","-0.008","1.0","57693","false","Nucleus","ZNF317","2.0","1","19","","1","0","0","0.6341195","true","0","ZNF317","0","","0.0","other"
"25593","6.95323997","1.859E-5","19",,"0.14381785","0.0","","17","zinc finger protein 254","1.0","0.284","1.0","9534","false","Nucleus","ZNF254","3.5","1","19","","2","0","0","0.72939818","true","0","ZNF254","1078","","0.5","other"
"25594","6.99050558","0.0","19",,"0.14305117","0.0","","15","splicing factor 3a, subunit 2, 66kDa","1.0","-0.027","1.0","8175","false","Nucleus","SF3A2","11.0","1","19","","1","0","0","0.72770429","true","0","SF3A2","0","","0.0","other"
"25595","6.99050558","0.0","16",,"0.14305117","0.0","","15","zinc finger, DHHC-type containing 1","0.0643","-0.608","0.0175","29800","false","Nucleus","ZDHHC1","11.0","1","16","","1","0","0","0.72770429","true","0","ZDHHC1","0","","0.0","enzyme"
"25596","6.99050558","0.0","1",,"0.14305117","0.0","","15","serine/arginine repetitive matrix 1","1.0","-0.035","1.0","10250","false","Nucleus","SRRM1","11.0","1","1","","1","0","0","0.72770429","true","0","SRRM1","0","","0.0","other"
"25597","6.99050558","0.0","12",,"0.14305117","0.0","","15","triosephosphate isomerase 1","0.0681","0.559","0.0186","7167","false","Cytoplasm","TPI1","11.0","3","12","","1","0","0","0.72770429","true","0","TPI1","0","","0.0","enzyme"
"25598","5.90054593","0.0","1",,"0.16947584","0.0","","15","tRNA methyltransferase 1 homolog (S. cerevisiae)-like","1.0","0.443","0.944","81627","false","Other","TRMT1L","20.0","1","1","","1","0","0","0.77724791","true","0","TRMT1L","0","","0.0","enzyme"
"25599","5.90054593","0.0","4",,"0.16947584","0.0","","15","ubiquitin specific peptidase 46","1.0","0.284","1.0","64854","false","Other","USP46","20.0","1","4","","1","0","0","0.77724791","true","0","USP46","0","","0.0","peptidase"
"25600","7.76667458","0.0","8",,"0.12875523","0.0","","17","SHANK-associated RH domain interactor","1.0","0.376","1.0","81858","false","Plasma Membrane","SHARPIN","8.0","30","8","","1","0","0","0.69242388","true","0","SHARPIN","0","","0.0","other"
"25601","10.85521006","0.0","11",,"0.09212166","0.0","","21","toll interacting protein","1.0","-0.091","1.0","54472","false","Cytoplasm","TOLLIP","3.0","21","11","","1","0","0","0.55203591","true","0","TOLLIP","0","","0.0","other"
"25602","7.30477095","0.0","4",,"0.13689683","0.0","","17","THAP domain containing 6","1.0","0.008","1.0","152815","false","Other","THAP6","3.0","5","4","","1","0","0","0.7134195","true","0","THAP6","0","","0.0","other"
"25603","7.68075006","0.0","14",,"0.13019562","0.0","","15","SIVA1, apoptosis-inducing factor","1.0","0.114","1.0","10572","false","Cytoplasm","SIVA1","3.0","2","14","","1","0","0","0.69632954","true","0","SIVA1","0","","0.0","other"
"25604","2.83333333","0.0","19",,"0.35294118","0.0","","5","SIX homeobox 5","1.0","-0.056","1.0","147912","false","Nucleus","SIX5","3.0","1","19","","1","0","0","0.63333333","true","0","SIX5","0","","0.0","transcription regulator"
"25605","1.0","0.0","20",,"1.0","0.0","","1","Src-like-adaptor 2","1.0","0.136","1.0","84174","false","Plasma Membrane","SLA2","1.0","1","20","","1","0","0","1.0","true","0","SLA2","0","","0.0","other"
"25606","1.75","0.0","21",,"0.57142857","1.0","","2","ubiquitin associated and SH3 domain containing A","1.0","-0.092","1.0","53347","false","Cytoplasm","UBASH3A","6.5","2","21","","2","0","0","0.75","true","0","UBASH3A","0","","0.8125","enzyme"
"25607","2.1875","0.0","17",,"0.45714286","0.0","","3","tumor necrosis factor receptor superfamily, member 13B","1.0","-0.191","1.0","23495","false","Plasma Membrane","TNFRSF13B","12.0","1","17","","1","0","0","0.60416667","true","0","TNFRSF13B","0","","0.0","transmembrane receptor"
"25608","6.69878946","0.0","3","3","0.1492807","0.0","","15","solute carrier family 12, member 8","1.41E-55","1.291","6.56E-57","84561","false","Other","SLC12A8","4.0","1","3","","1","0","0","0.74096412","true","0","SLC12A8","0","","0.0","transporter"
"25609","6.51530976","0.0","18",,"0.15348464","0.0","","16","solute carrier family 14 (urea transporter), member 2","1.0","-0.378","0.989","8170","false","Plasma Membrane","SLC14A2","6.0","1","18","","1","0","0","0.7493041","true","0","SLC14A2","0","","0.0","transporter"
"25610","7.23712319","0.0","17",,"0.13817645","0.0","","16","solute carrier family 16 (monocarboxylate transporter), member 3","1.87E-39","1.348","1.22E-40","9123","false","Plasma Membrane","SLC16A3","5.0","1","17","","1","0","0","0.7164944","true","0","SLC16A3","0","","0.0","transporter"
"25611","7.01186803","0.0","7",,"0.14261535","0.0","","13","TLR4 interactor with leucine-rich repeats","1.0","-0.219","1.0","9865","false","Other","TRIL","17.0","1","7","","1","0","0","0.72673327","true","0","TRIL","0","","0.0","other"
"25612","7.07690482","0.0","3",,"0.14130471","0.0","","15","sorting nexin 4","1.0","0.364","1.0","8723","false","Cytoplasm","SNX4","3.0","1","3","","1","0","0","0.72377705","true","0","SNX4","0","","0.0","transporter"
"25613","1.0","1.0","10",,"1.0","0.0","","1","solute carrier family 25 (mitochondrial iron transporter), member 28","1.0","-0.284","1.0","81894","false","Cytoplasm","SLC25A28","1.0","2","10","","2","0","0","1.0","true","0","SLC25A28","2","","0.0","other"
"25614","1.5","0.0","6",,"0.66666667","0.0","dalteparin, bevacizumab, ranibizumab, aflibercept, bevacizumab/erlotinib, bevacizumab/sorafenib, bevacizumab/5-fluorouracil, bevacizumab/temozolomide, bevacizumab/irinotecan, bevacizumab/carmustine/lomustine, bevacizumab/paclitaxel, bevacizumab/irinotecan/oxaliplatin, aflibercept/irinotecan, bevacizumab/capecitabine/oxaliplatin, bevacizumab/panitumumab, bevacizumab/cetuximab, bevacizumab/pemetrexed, bevacizumab/gemcitabine, bevacizumab/capecitabine/irinotecan/oxaliplatin, bevacizumab/capecitabine, bevacizumab/paclitaxel/topotecan, bevacizumab/oxaliplatin, bevacizumab/docetaxel, pegaptanib","2","vascular endothelial growth factor A","1.0","0.288","1.0","7422","false","Extracellular Space","VEGFA","2.0","1","6","","1","0","0","0.75","true","0","VEGFA","0","","0.0","growth factor"
"25615","3.27884615","0.00178098","11",,"0.30498534","0.85714286","","5","TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa","1.0","-0.263","1.0","79101","false","Nucleus","TAF1D","9.71428571","7","11","","7","0","0","0.74679487","true","0","TAF1D","192","","0.57142857","other"
"25616","7.776169","4.7472E-4","7","7","0.12859803","0.0","","15","transmembrane protein 130","1.0","-0.516","0.382","222865","false","Other","TMEM130","2.0","2","7","","2","0","0","0.69199232","true","0","TMEM130","74836","","0.5","other"
"25617","5.72062663","0.0","X",,"0.17480602","0.0","","15","solute carrier family 35 (UDP-galactose transporter), member A2","4.13E-31","0.825","3.27E-32","7355","false","Cytoplasm","SLC35A2","40.0","1","X","","1","0","0","0.78542606","true","0","SLC35A2","0","","0.0","enzyme"
"25618","1.0","0.0","1",,"1.0","0.0","","1","solute carrier family 35, member E2","1.0","-0.375","0.999","9906","false","Other","SLC35E2","1.0","1","1","","1","0","0","1.0","true","0","SLC35E2","0","","0.0","other"
"25619","1.0","0.0","1",,"1.0","0.0","","1","solute carrier family 35, member E2B","1.0","-0.17","1.0","728661","false","Other","SLC35E2B","1.0","1","1","","1","0","0","1.0","true","0","SLC35E2B","0","","0.0","other"
"25620","6.97626394","0.0","17",,"0.1433432","0.0","","17","ZFP3 zinc finger protein","1.0","-0.315","1.0","124961","false","Extracellular Space","ZFP3","4.0","16","17","","1","0","0","0.72835164","true","0","ZFP3","0","","0.0","other"
"25621","6.63256587","0.0","1",,"0.15077121","0.0","","15","solute carrier family 45, member 3","1.0","0.011","1.0","85414","false","Cytoplasm","SLC45A3","21.0","1","1","","1","0","0","0.74397428","true","0","SLC45A3","0","","0.0","other"
"25622","2.0","0.0","12",,"0.5","0.0","","3","twinfilin actin binding protein 1","0.485","0.545","0.15","5756","false","Cytoplasm","TWF1","3.0","1","12","","1","0","0","0.66666667","true","0","TWF1","0","","0.0","kinase"
"25623","7.02373606","0.0","5",,"0.14237437","0.0","","17","tetratricopeptide repeat domain 1","1.0","0.145","1.0","7265","false","Cytoplasm","TTC1","3.0","4","5","","1","0","0","0.72619382","true","0","TTC1","0","","0.0","other"
"25624","7.69095656","0.0","22","22","0.13002284","0.0","","16","transcobalamin II","1.81E-21","-0.949","1.9E-22","6948","false","Extracellular Space","TCN2","7.0","1","22","","1","0","0","0.69586561","true","0","TCN2","0","","0.0","transporter"
"25625","7.0168526","0.0","5",,"0.14251404","0.0","","16","small integral membrane protein 15","1.0","0.477","0.838","643155","false","Other","SMIM15","19.0","1","5","","1","0","0","0.7265067","true","0","SMIM15","0","","0.0","other"
"25626","1.0","0.0","5",,"1.0","1.0","","1","",,,,,"false","","SMN1","2.0","2","5","","2","0","0","1.0","true","0","SMN1","0","","1.0",""
"25627","6.0674104","0.0","6","6","0.16481496","0.0","","16","sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)","1.0","0.183","1.0","6610","false","Cytoplasm","SMPD2","22.0","2","6","","1","0","0","0.76966316","true","0","SMPD2","0","","0.0","enzyme"
"25628","7.88155709","0.0","7",,"0.12687848","0.0","","17","TWIST neighbor","1.0","0.028","1.0","221830","false","Nucleus","TWISTNB","4.0","1","7","","1","0","0","0.68720195","true","0","TWISTNB","0","","0.0","other"
"25629","7.88155709","0.0","8",,"0.12687848","0.0","","17","scaffolding protein involved in DNA repair","0.0975","0.584","0.0272","23514","false","Nucleus","SPIDR","4.0","3","8","","1","0","0","0.68720195","true","0","SPIDR","0","","0.0","other"
"25630","1.0","0.0","6",,"1.0","0.0","","1","small nuclear ribonucleoprotein 48kDa (U11/U12)","1.0","0.05","1.0","154007","false","Nucleus","SNRNP48","1.0","1","6","","1","0","0","1.0","true","0","SNRNP48","0","","0.0","other"
"25631","1.0","0.0","17","17","1.0","0.0","","1","vesicle amine transport 1","1.0","-0.274","1.0","10493","false","Plasma Membrane","VAT1","1.0","1","17","","1","0","0","1.0","true","0","VAT1","0","","0.0","transporter"
"25632","6.40042725","0.0","12",,"0.15623957","0.0","","16","suppressor of cytokine signaling 2","1.22E-36","-1.627","8.49E-38","8835","false","Cytoplasm","SOCS2","29.0","1","12","","1","0","0","0.75452603","true","0","SOCS2","0","","0.0","other"
"25633","6.26940423","0.0013787","19",,"0.15950479","0.0","","15","tumor necrosis factor (ligand) superfamily, member 9","1.0","-0.03","1.0","8744","false","Plasma Membrane","TNFSF9","18.0","2","19","","2","0","0","0.76048163","true","0","TNFSF9","262614","","0.5","cytokine"
"25634","6.16401614","0.0","2",,"0.16223189","0.0","","15","son of sevenless homolog 1 (Drosophila)","1.0","-0.414","0.995","6654","false","Cytoplasm","SOS1","9.0","1","2","","1","0","0","0.76527199","true","0","SOS1","0","","0.0","other"
"25635","1.44444444","0.21759259","7",,"0.69230769","0.5","","2","",,,,,"false","","SPDYE2","4.4","5","7","","5","0","0","0.85185185","true","0","SPDYE2","34","","0.48888889",""
"25636","2.0","0.0","7",,"0.5","1.0","","3","speedy/RINGO cell cycle regulator family member E7, pseudogene","1.0","0.057","1.0","441251","false","Other","SPDYE7P","4.66666667","3","7","","3","0","0","0.66666667","true","0","SPDYE7P","0","","0.77777778","other"
"25637","1.44444444","0.25","7",,"0.69230769","0.5","","2","",,,,,"false","","SPDYE6","4.0","5","7","","5","0","0","0.85185185","true","0","SPDYE6","32","","0.44444444",""
"25638","1.88888889","0.03703704","7",,"0.52941176","0.66666667","","3","speedy/RINGO cell cycle regulator family member E5","1.0","-0.097","1.0","442590","false","Other","SPDYE5","3.75","4","7","","4","0","0","0.7037037","true","0","SPDYE5","6","","0.625","other"
"25639","7.67908854","0.0","2",,"0.13022379","0.0","","16","speckle-type POZ protein-like","0.00167","0.685","3.85E-4","339745","false","Other","SPOPL","2.0","1","2","","1","0","0","0.69640507","true","0","SPOPL","0","","0.0","other"
"25640","6.6793259","4.7472E-4","2",,"0.14971571","0.0","","15","signal transducing adaptor molecule (SH3 domain and ITAM motif) 2","1.0","0.036","1.0","10254","false","Cytoplasm","STAM2","3.0","2","2","","2","0","0","0.74184882","true","0","STAM2","69580","","0.5","other"
"25641","6.31901258","0.0","1",,"0.15825257","0.0","","16","SprT-like N-terminal domain","1.0","0.415","0.992","83932","false","Nucleus","SPRTN","24.0","3","1","","1","0","0","0.7582267","true","0","SPRTN","0","","0.0","other"
"25642","6.26845478","0.0018981","19","19","0.15952895","0.0","","16","zinc finger protein 443","1.0","0.355","1.0","10224","false","Nucleus","ZNF443","9.0","1","19","","4","0","0","0.76052478","true","0","ZNF443","374258","","0.25","transcription regulator"
"25643","6.11773083","0.0","7",,"0.1634593","1.0","","15","transformer 2 alpha homolog (Drosophila)","1.0","0.092","1.0","29896","false","Nucleus","TRA2A","19.5","2","7","","2","0","0","0.76737587","true","0","TRA2A","0","","0.59090909","other"
"25644","7.83906955","0.0","20",,"0.12756616","0.0","","16","synovial sarcoma translocation gene on chromosome 18-like 1","1.0","0.095","1.0","26039","false","Nucleus","SS18L1","2.0","6","20","","1","0","0","0.6891332","true","0","SS18L1","0","","0.0","transcription regulator"
"25645","8.06432471","0.0","11","11","0.12400294","0.0","","18","suppression of tumorigenicity 5","1.0","-0.275","1.0","6764","false","Cytoplasm","ST5","9.0","1","11","","1","0","0","0.67889433","true","0","ST5","0","","0.0","enzyme"
"25646","2.0","0.0","17",,"0.5","0.0","","3","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1","7.69E-36","-2.074","5.45E-37","55808","false","Cytoplasm","ST6GALNAC1","2.0","1","17","","1","0","0","0.66666667","true","0","ST6GALNAC1","0","","0.0","enzyme"
"25647","6.17422264","0.0","1",,"0.16196371","0.0","","15","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5","0.474","0.641","0.146","81849","false","Cytoplasm","ST6GALNAC5","21.0","1","1","","1","0","0","0.76480806","true","0","ST6GALNAC5","0","","0.0","enzyme"
"25648","1.0","0.0","12",,"1.0","0.0","","1","signal transducer and activator of transcription 2, 113kDa","1.0","-0.029","1.0","6773","false","Nucleus","STAT2","1.0","1","12","","1","0","0","1.0","true","0","STAT2","0","","0.0","transcription regulator"
"25649","1.0","0.0","2","2","1.0","0.0","","1","serine/threonine kinase 36","1.0","0.212","1.0","27148","false","Cytoplasm","STK36","1.0","1","2","","1","0","0","1.0","true","0","STK36","0","","0.0","kinase"
"25650","6.95917399","0.0","17",,"0.14369521","0.0","","17","signal transducer and activator of transcription 5B","1.77E-36","-1.114","1.24E-37","6777","false","Nucleus","STAT5B","14.0","1","17","","1","0","0","0.72912846","true","0","STAT5B","0","","0.0","transcription regulator"
"25651","8.91739853","0.0","5",,"0.11214033","0.0","","18","serine/threonine kinase 10","1.0","0.208","1.0","6793","false","Cytoplasm","STK10","2.0","1","5","","1","0","0","0.64011825","true","0","STK10","0","","0.0","kinase"
"25652","1.0","0.0","20",,"1.0","0.0","","1","serine/threonine kinase 4","0.0235","0.584","0.00607","6789","false","Cytoplasm","STK4","1.0","1","20","","1","0","0","1.0","true","0","STK4","0","","0.0","kinase"
"25653","2.07692308","0.0","19",,"0.48148148","0.0","","3","zinc finger protein 180","1.0","-0.255","1.0","7733","false","Nucleus","ZNF180","11.0","1","19","","1","0","0","0.64102564","true","0","ZNF180","0","","0.0","transcription regulator"
"25654","1.0","0.0","2",,"1.0","0.0","","1","stonin 1","3.63E-29","-1.149","3.02E-30","11037","false","Plasma Membrane","STON1","1.0","1","2","","1","0","0","1.0","true","0","STON1","0","","0.0","other"
"25655","1.0","0.0","2",,"1.0","0.0","","1","STON1-GTF2A1L readthrough","2.55E-17","-1.08","3.1E-18","286749","false","Cytoplasm","STON1-GTF2A1L","1.0","1","2","","1","0","0","1.0","true","0","STON1-GTF2A1L","0","","0.0","other"
"25656","6.97199146","0.0","X",,"0.14343104","0.0","","16","ubiquitin-conjugating enzyme E2A","1.0","0.45","0.96","7319","false","Cytoplasm","UBE2A","4.0","1","X","","1","0","0","0.72854584","true","0","UBE2A","0","","0.0","enzyme"
"25657","7.03204367","0.0","16",,"0.14220617","0.0","","16","TSR3, 20S rRNA accumulation, homolog (S. cerevisiae)","1.0","0.177","1.0","115939","false","Other","TSR3","5.0","3","16","","1","0","0","0.7258162","true","0","TSR3","0","","0.0","other"
"25658","8.22288156","0.0","19","19","0.12161187","0.0","","17","syntaxin binding protein 2","8.73E-15","0.796","1.16E-15","6813","false","Plasma Membrane","STXBP2","4.0","1","19","","1","0","0","0.6716872","true","0","STXBP2","0","","0.0","transporter"
"25659","2.25","0.14175533","17",,"0.44444444","0.54545455","","7","suppressor of Ty 6 homolog (S. cerevisiae)","1.0","0.055","1.0","6830","false","Nucleus","SUPT6H","13.69565217","23","17","","23","0","0","0.875","true","0","SUPT6H","1472","","0.44179523","transcription regulator"
"25660","1.0","0.0","20",,"1.0","0.0","","1","transcription elongation factor A (SII), 2","1.0","-0.272","1.0","6919","false","Nucleus","TCEA2","1.0","1","20","","1","0","0","1.0","true","0","TCEA2","0","","0.0","transcription regulator"
"25661","6.32993117","0.0","7",,"0.1579796","0.0","","15","Yae1 domain containing 1","1.0","0.183","1.0","57002","false","Other","YAE1D1","29.0","4","7","","1","0","0","0.7577304","true","0","YAE1D1","0","","0.0","other"
"25662","7.42463803","0.0","16",,"0.1346867","0.0","","16","synaptonemal complex central element protein 1-like","6.11E-5","-0.92","1.28E-5","100130958","false","Other","SYCE1L","9.0","1","16","","1","0","0","0.707971","true","0","SYCE1L","0","","0.0","other"
"25663","8.25302635","0.0","6","6","0.12116767","0.0","","17","spectrin repeat containing, nuclear envelope 1","1.71E-33","-1.103","1.28E-34","23345","false","Nucleus","SYNE1","2.0","1","6","","1","0","0","0.67031698","true","0","SYNE1","0","","0.0","other"
"25664","1.0","0.0","7",,"1.0","0.0","","1","synaptophysin-like 1","1.0","-0.05","1.0","6856","false","Plasma Membrane","SYPL1","1.0","1","7","","1","0","0","1.0","true","0","SYPL1","0","","0.0","transporter"
"25665","1.0","0.0","1",,"1.0","0.0","","1","TSSK6 activating co-chaperone","7.06E-19","1.142","8.18E-20","128229","false","Cytoplasm","TSACC","1.0","1","1","","1","0","0","1.0","true","0","TSACC","0","","0.0","other"
