"SUID","AverageShortestPathLength","BetweennessCentrality","Chromosome Name","chromosome_name","ClosenessCentrality","ClusteringCoefficient","Column 1","Column 3","Drug(s)","Eccentricity","Entrez Gene Name","Exp False Discovery Rate (q-value)","Exp Log Ratio","Exp p-value","ID","IsSingleNode","Location","name","NeighborhoodConnectivity","Node Degree","NombreCromosoma","Notes","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","Symbol","TF","TopologicalCoefficient","Type(s)"
"23927","5.74436269","9.4922E-4","17",,"0.17408372","0.33333333","","","","16","jumonji domain containing 6","1.0","-0.064","1.0","23210","false","Plasma Membrane","JMJD6","22.66666667","2","17","","3","0","0","0.78434715","true","0","JMJD6","151420","",,"0.40606061","transmembrane receptor"
"39500","2.81818182","0.0","16",,"0.35483871","0.0","","","","4","jumonji domain containing 8","1.0","0.14","1.0","339123","false","Cytoplasm","JMJD8","4.0","1","16","","1","0","0","0.63636364","true","0","JMJD8","0","",,"0.0","other"
"22717","6.03228103","0.00104523","16",,"0.16577477","0.2","","","","15","STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase","1.0","0.159","1.0","10273","false","Cytoplasm","STUB1","8.6","4","16","","5","0","0","0.77125995","true","0","STUB1","214494","",,"0.23428571","enzyme"
"39501","1.0","0.0","17","17","1.0","0.0","","","","1","junction plakoglobin","1.98E-18","0.865","2.33E-19","3728","false","Plasma Membrane","JUP","1.0","1","17","","1","0","0","1.0","true","0","JUP","0","",,"0.0","other"
"39502","1.0","0.0","17","17","1.0","0.0","","","","1","keratin 19, type I","5.62E-38","1.684","3.81E-39","3880","false","Cytoplasm","KRT19","1.0","1","17","","1","0","0","1.0","true","0","KRT19","0","",,"0.0","other"
"39503","1.0","0.0","2",,"1.0","0.0","","","","1","KAT8 regulatory NSL complex subunit 1-like","1.0","-0.222","1.0","151050","false","Other","KANSL1L","1.0","1","2","","1","0","0","1.0","true","0","KANSL1L","0","",,"0.0","other"
"23414","6.4723475","0.00115291","2",,"0.15450345","0.0","","","","15","ribulose-5-phosphate-3-epimerase","1.0","0.378","1.0","6120","false","Cytoplasm","RPE","3.75","1","2","","4","0","0","0.75125693","true","0","RPE","107150","",,"0.25","enzyme"
"20519","5.18870164","0.00898421","17",,"0.19272644","0.17333333","","","","15","pyruvate dehydrogenase kinase, isozyme 2","6.97E-7","-0.819","1.29E-7","5164","false","Cytoplasm","PDK2","16.56","3","17","","25","0","0","0.80960447","true","0","PDK2","1850524","",,"0.0888172","kinase"
"39504","2.16129032","0.0","17",,"0.46268657","1.0","","","","4","zinc finger protein 652","1.0","0.399","0.947","22834","false","Other","ZNF652","15.25","4","17","","4","0","0","0.76774194","true","0","ZNF652","0","",,"0.63541667","other"
"39505","2.3","0.0","16",,"0.43478261","0.0","","","","4","K(lysine) acetyltransferase 8","1.0","-0.067","1.0","84148","false","Nucleus","KAT8","7.0","1","16","","1","0","0","0.675","true","0","KAT8","0","",,"0.0","enzyme"
"25521","4.22857143","0.02857143","7",,"0.23648649","0.0","","","","7","retinitis pigmentosa 9 (autosomal dominant)","1.0","0.118","1.0","6100","false","Nucleus","RP9","3.5","2","7","","2","0","0","0.67714286","true","0","RP9","234","",,"0.5","other"
"39506","1.0","0.0","13",,"1.0","0.0","","","","1","kelch repeat and BTB (POZ) domain containing 6","1.0","-0.368","1.0","89890","false","Other","KBTBD6","1.0","1","13","","1","0","0","1.0","true","0","KBTBD6","0","",,"0.0","other"
"39507","1.0","0.0","13",,"1.0","0.0","","","","1","kelch repeat and BTB (POZ) domain containing 7","1.0","-0.083","1.0","84078","false","Other","KBTBD7","1.0","1","13","","1","0","0","1.0","true","0","KBTBD7","0","",,"0.0","other"
"39508","4.25","0.0","13",,"0.23529412","0.0","","","","7","potassium channel regulator","1.0","0.163","1.0","283518","false","Cytoplasm","KCNRG","2.0","1","13","","1","0","0","0.53571429","true","0","KCNRG","0","",,"0.0","ion channel"
"39509","3.28571429","0.07142857","13",,"0.30434783","0.0","","","","6","tripartite motif containing 13","1.0","-0.087","1.0","10206","false","Cytoplasm","TRIM13","4.0","2","13","","2","0","0","0.67346939","true","0","TRIM13","90","",,"0.5","enzyme"
"39510","3.64444444","0.0","6",,"0.27439024","0.0","","","","9","potassium channel tetramerization domain containing 20","1.0","-0.175","1.0","222658","false","Cytoplasm","KCTD20","9.0","1","6","","1","0","0","0.77962963","true","0","KCTD20","0","",,"0.0","other"
"39511","1.33333333","0.66666667","3","3","0.75","0.0","","","","2","pyruvate dehydrogenase (lipoamide) beta","1.0","0.085","1.0","5162","false","Cytoplasm","PDHB","1.5","2","3","","2","0","0","0.88888889","true","0","PDHB","4","",,"0.5","enzyme"
"39512","1.0","0.0","6",,"1.0","0.0","","","","1","lysine (K)-specific demethylase 1B","1.0","0.449","0.888","221656","false","Nucleus","KDM1B","1.0","1","6","","1","0","0","1.0","true","0","KDM1B","0","",,"0.0","other"
"39513","1.0","0.0","6",,"1.0","0.0","","","olsalazine","1","thiopurine S-methyltransferase","0.00706","0.622","0.00172","7172","false","Cytoplasm","TPMT","1.0","1","6","","1","0","0","1.0","true","0","TPMT","0","",,"0.0","enzyme"
"39514","5.30075188","0.0","11",,"0.18865248","1.0","","","","11","RNA binding motif protein 4","1.0","0.293","1.0","5936","false","Nucleus","RBM4","12.5","2","11","","2","0","0","0.69280344","true","0","RBM4","0","",,"0.625","other"
"39515","4.84962406","0.06176681","11",,"0.20620155","0.33333333","","","","11","Ras converting CAAX endopeptidase 1","1.0","0.102","1.0","9986","false","Cytoplasm","RCE1","11.5","6","11","","6","0","0","0.72502685","true","0","RCE1","13448","",,"0.37777778","peptidase"
"39516","3.921875","0.0","12","12","0.25498008","0.0","","","","6","lysine (K)-specific demethylase 2B","1.0","0.389","1.0","84678","false","Nucleus","KDM2B","6.0","1","12","","1","0","0","0.63476563","true","0","KDM2B","0","",,"0.0","other"
"39517","3.77586207","0.0","9",,"0.26484018","0.0","","","","6","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2","0.523","-0.549","0.163","6595","false","Nucleus","SMARCA2","9.0","1","9","","1","0","0","0.60344828","true","0","SMARCA2","0","",,"0.0","transcription regulator"
"39518","3.60344828","1.0083E-4","9",,"0.27751196","0.93333333","","","","6","ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase","1.0","-0.065","1.0","115426","false","Nucleus","UHRF2","8.33333333","6","9","","6","0","0","0.62807882","true","0","UHRF2","2","",,"0.64102564","enzyme"
"24437","5.2755756","2.5992E-4","12",,"0.18955278","0.33333333","","","","14","WNK lysine deficient protein kinase 1","1.0","0.254","1.0","65125","false","Cytoplasm","WNK1","26.25","1","12","","4","0","0","0.80565565","true","0","WNK1","34404","",,"0.32911392","kinase"
"39519","1.0","0.0","X","0","1.0","0.0","","","","1","lysine (K)-specific demethylase 5C","1.0","0.264","1.0","8242","false","Nucleus","KDM5C","1.0","1","X","","1","0","0","1.0","true","0","KDM5C","0","","1","0.0","other"
"39520","1.0","0.0","X",,"1.0","0.0","","","","1","structural maintenance of chromosomes 1A","1.0","0.318","1.0","8243","false","Nucleus","SMC1A","1.0","1","X","","1","0","0","1.0","true","0","SMC1A","0","",,"0.0","transporter"
"39521","2.27941176","0.00254264","18",,"0.43870968","0.66666667","","","","4","3-ketodihydrosphingosine reductase","1.0","-0.277","1.0","2531","false","Plasma Membrane","KDSR","20.85714286","7","18","","7","0","0","0.78676471","true","0","KDSR","144","",,"0.43452381","enzyme"
"22761","5.36672205","0.00510509","19",,"0.18633348","0.07142857","","","dimethyl fumarate","15","kelch-like ECH-associated protein 1","1.0","0.194","1.0","9817","false","Cytoplasm","KEAP1","9.25","1","19","","8","0","0","0.80151263","true","0","KEAP1","741608","",,"0.13888889","transcription regulator"
"20619","6.65606456","4.7472E-4","17",,"0.15023893","0.0","","","","16","solute carrier family 46 (folate transporter), member 1","1.0","-0.405","0.963","113235","false","Plasma Membrane","SLC46A1","4.0","2","17","","2","0","0","0.74290616","true","0","SLC46A1","79022","",,"0.5","transporter"
"39522","1.0","0.0","8",,"1.0","0.0","","","","1","KIAA0196","0.0243","0.615","0.00627","9897","false","Cytoplasm","KIAA0196","1.0","1","8","","1","0","0","1.0","true","0","KIAA0196","0","",,"0.0","other"
"25153","1.0","0.0","8",,"1.0","0.0","","","","1","non-SMC element 2, MMS21 homolog (S. cerevisiae)","1.59E-18","0.814","1.86E-19","286053","false","Nucleus","NSMCE2","1.0","1","8","","1","0","0","1.0","true","0","NSMCE2","0","",,"0.0","enzyme"
"39523","1.0","0.0","1","1","1.0","0.0","","","","1","KIAA0319-like","0.295","0.554","0.0877","79932","false","Cytoplasm","KIAA0319L","1.0","1","1","","1","0","0","1.0","true","0","KIAA0319L","0","",,"0.0","other"
"39524","1.0","0.0","1",,"1.0","0.0","","","","1","neurochondrin","0.596","0.538","0.188","23154","false","Cytoplasm","NCDN","1.0","1","1","","1","0","0","1.0","true","0","NCDN","0","",,"0.0","other"
"24915","1.76923077","0.28205128","14",,"0.56521739","0.33333333","","","","3","mirror-image polydactyly 1","2.04E-4","0.625","4.42E-5","145282","false","Nucleus","MIPOL1","5.25","4","14","","4","0","0","0.80769231","true","0","MIPOL1","68","",,"0.4375","other"
"39525","1.0","0.0","8",,"1.0","0.0","","","","1","KIAA1429","9.13E-4","0.694","2.08E-4","25962","false","Nucleus","KIAA1429","1.0","1","8","","1","0","0","1.0","true","0","KIAA1429","0","",,"0.0","other"
"39526","1.0","0.0","8",,"1.0","0.0","","","","1","RAD54 homolog B (S. cerevisiae)","1.87E-95","1.408","4.23E-97","25788","false","Nucleus","RAD54B","1.0","1","8","","1","0","0","1.0","true","0","RAD54B","0","",,"0.0","enzyme"
"39527","2.72058824","0.0","18",,"0.36756757","1.0","","","","5","zinc finger, CCHC domain containing 2","1.0","-0.022","1.0","54877","false","Cytoplasm","ZCCHC2","22.0","2","18","","2","0","0","0.71323529","true","0","ZCCHC2","0","",,"0.81481481","other"
"39528","2.5","0.0","1",,"0.4","0.0","","","","4","KIAA2013","1.0","0.107","1.0","90231","false","Other","KIAA2013","2.0","1","1","","1","0","0","0.625","true","0","KIAA2013","0","",,"0.0","other"
"39529","1.75","0.5","1",,"0.57142857","0.0","","","","3","mitofusin 2","1.0","-0.26","1.0","9927","false","Cytoplasm","MFN2","1.5","2","1","","2","0","0","0.8125","true","0","MFN2","6","",,"0.5","enzyme"
"39530","1.0","1.0","10",,"1.0","0.0","","","","1","kinesin family member 11","9.73E-251","2.358","1.21E-253","3832","false","Nucleus","KIF11","1.0","2","10","","2","0","0","1.0","true","0","KIF11","2","",,"0.0","other"
"21668","1.5","0.0","10",,"0.66666667","0.0","","","","2","marker of proliferation Ki-67","9.34E-230","2.992","2.45E-232","4288","false","Nucleus","MKI67","2.0","1","10","","1","0","0","0.75","true","0","MKI67","0","",,"0.0","other"
"23251","1.5","0.0","10",,"0.66666667","0.0","","","","2","kinesin family member 20B","1.4E-32","0.983","1.07E-33","9585","false","Nucleus","KIF20B","2.0","1","10","","1","0","0","0.75","true","0","KIF20B","0","",,"0.0","enzyme"
"39531","6.10588235","0.0","11","11","0.16377649","0.0","","","","9","kinesin family member 18A","3.03E-188","2.162","1.69E-190","81930","false","Cytoplasm","KIF18A","2.0","1","11","","1","0","0","0.43267974","true","0","KIF18A","0","",,"0.0","enzyme"
"39532","5.11764706","0.02352941","11",,"0.1954023","0.0","","","","8","methyltransferase like 15","0.957","0.515","0.317","196074","false","Other","METTL15","2.0","2","11","","2","0","0","0.54248366","true","0","METTL15","676","",,"0.5","other"
"39533","2.97142857","0.0","10",,"0.33653846","1.0","","","","4","kinesin family member 5B","1.0","-0.04","1.0","3799","false","Cytoplasm","KIF5B","7.5","2","10","","2","0","0","0.60571429","true","0","KIF5B","0","",,"0.83333333","other"
"39534","1.0","0.0","7",,"1.0","0.0","","","","1","kelch domain containing 10","1.0","-0.005","1.0","23008","false","Other","KLHDC10","1.0","1","7","","1","0","0","1.0","true","0","KLHDC10","0","",,"0.0","other"
"39535","1.0","0.0","7",,"1.0","0.0","","","","1","transmembrane protein 209","9.69E-4","0.627","2.21E-4","84928","false","Other","TMEM209","1.0","1","7","","1","0","0","1.0","true","0","TMEM209","0","",,"0.0","other"
"39536","3.39285714","4.0535E-4","22",,"0.29473684","0.83333333","","","","7","kelch-like family member 22","1.0","-0.037","1.0","84861","false","Cytoplasm","KLHL22","12.75","4","22","","4","0","0","0.73412698","true","0","KLHL22","12","",,"0.57954545","other"
"39537","6.97142857","0.0","7",,"0.14344262","0.0","","","","10","kelch-like family member 7","1.0","-0.084","1.0","55975","false","Nucleus","KLHL7","2.0","1","7","","1","0","0","0.40285714","true","0","KLHL7","0","",,"0.0","other"
"39538","5.98571429","0.02857143","7",,"0.16706444","0.0","","","","9","nucleoporin like 2","1.0","0.197","1.0","11097","false","Nucleus","NUPL2","2.0","2","7","","2","0","0","0.50142857","true","0","NUPL2","444","",,"0.5","transporter"
"39539","1.0","0.0","19","19","1.0","1.0","","","","1","kallikrein-related peptidase 10","3.33E-16","-1.545","4.17E-17","5655","false","Extracellular Space","KLK10","2.0","2","19","","2","0","0","1.0","true","0","KLK10","0","",,"1.0","peptidase"
"39540","1.0","0.0","19","19","1.0","1.0","","","","1","kallikrein-related peptidase 13","7.18E-9","-1.536","1.21E-9","26085","false","Extracellular Space","KLK13","2.0","2","19","","2","0","0","1.0","true","0","KLK13","0","",,"1.0","peptidase"
"39541","1.0","0.0","19",,"1.0","1.0","","","","1","kallikrein-related peptidase 11","2.76E-6","-1.13","5.33E-7","11012","false","Extracellular Space","KLK11","2.0","2","19","","2","0","0","1.0","true","0","KLK11","0","",,"1.0","peptidase"
"24665","10.06408735","4.7472E-4","19",,"0.09936321","0.0","","","","18","kallikrein-related peptidase 5","4.13E-49","-2.903","2.21E-50","25818","false","Extracellular Space","KLK5","1.5","1","19","","2","0","0","0.58799603","true","0","KLK5","56254","",,"0.5","peptidase"
"24666","11.06384999","0.0","19","19","0.09038445","0.0","","","","19","kallikrein-related peptidase 6","1.81E-31","-2.296","1.42E-32","5653","false","Extracellular Space","KLK6","2.0","1","19","","1","0","0","0.54255227","true","0","KLK6","0","",,"0.0","peptidase"
"39542","1.0","0.0","19","19","1.0","0.0","","","","1","kallikrein-related peptidase 8","1.79E-41","-2.502","1.12E-42","11202","false","Extracellular Space","KLK8","1.0","1","19","","1","0","0","1.0","true","0","KLK8","0","",,"0.0","peptidase"
"39543","1.0","0.0","19",,"1.0","0.0","","","","1","kallikrein-related peptidase 9","1.13E-18","-1.73","1.32E-19","284366","false","Extracellular Space","KLK9","1.0","1","19","","1","0","0","1.0","true","0","KLK9","0","",,"0.0","peptidase"
"39544","8.05813953","0.0","CHR_HG2334_PATCH",,"0.12409812","1.0","","","","13","killin, p53-regulated DNA replication inhibitor","1.0","-0.194","1.0","100144748","false","Other","KLLN","3.0","2","CHR_HG2334_PATCH","","2","0","0","0.45706619","true","0","KLLN","0","",,"1.0","other"
"39545","1.0","0.0","12",,"1.0","0.0","","","","1","killer cell lectin-like receptor subfamily C, member 2","1.0","0.202","0.986","3822","false","Plasma Membrane","KLRC2","1.0","1","12","","1","0","0","1.0","true","0","KLRC2","0","",,"0.0","transmembrane receptor"
"39546","1.0","0.0","12",,"1.0","0.0","","","","1","killer cell lectin-like receptor subfamily C, member 3","1.0","0.389","0.867","3823","false","Plasma Membrane","KLRC3","1.0","1","12","","1","0","0","1.0","true","0","KLRC3","0","",,"0.0","transmembrane receptor"
"39547","3.36363636","0.0","19",,"0.2972973","1.0","","","","6","proline and serine rich 3","1.0","0.099","1.0","148137","false","Other","PROSER3","6.5","2","19","","2","0","0","0.60606061","true","0","PROSER3","0","",,"0.8125","other"
"39548","3.36363636","0.00757576","19",,"0.2972973","0.0","","","","6","RNA binding motif protein 42","1.0","0.228","1.0","79171","false","Other","RBM42","4.5","2","19","","2","0","0","0.60606061","true","0","RBM42","10","",,"0.58333333","other"
"39549","5.59375","0.0625","3",,"0.17877095","0.0","","","","10","SEC22 vesicle trafficking protein homolog A (S. cerevisiae)","1.0","0.289","1.0","26984","false","Cytoplasm","SEC22A","2.0","2","3","","2","0","0","0.58238636","true","0","SEC22A","66","",,"0.5","transporter"
"23946","7.28934251","0.0","3",,"0.13718658","0.0","","","","14","karyopherin alpha 1 (importin alpha 5)","1.0","0.475","0.757","3836","false","Nucleus","KPNA1","5.0","1","3","","1","0","0","0.71412079","true","0","KPNA1","0","",,"0.0","transporter"
"39550","3.35714286","0.0","13",,"0.29787234","0.0","","","","6","regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1","1.0","0.002","1.0","55213","false","Nucleus","RCBTB1","7.0","1","13","","1","0","0","0.66326531","true","0","RCBTB1","0","",,"0.0","other"
"23724","5.61096606","5.0272E-4","13",,"0.17822243","0.3","","","","14","PHD finger protein 11","1.0","-0.125","1.0","51131","false","Other","PHF11","9.6","2","13","","5","0","0","0.79041063","true","0","PHF11","54910","",,"0.235","other"
"39551","3.35714286","0.0","13",,"0.29787234","0.0","","","","6","SPRY domain containing 7","1.0","-0.016","1.0","57213","false","Other","SPRYD7","7.0","1","13","","1","0","0","0.66326531","true","0","SPRYD7","0","",,"0.0","other"
"25275","6.34725849","0.0","1",,"0.15754833","0.0","","","","15","penta-EF-hand domain containing 1","1.0","0.027","1.0","553115","false","Cytoplasm","PEF1","6.0","1","1","","1","0","0","0.7569428","true","0","PEF1","0","",,"0.0","other"
"39552","2.25","0.0","1",,"0.44444444","0.0","","","","3","taxilin alpha","1.0","0.114","1.0","200081","false","Extracellular Space","TXLNA","5.0","1","1","","1","0","0","0.58333333","true","0","TXLNA","0","",,"0.0","cytokine"
"24552","6.27866129","9.6747E-4","17",,"0.15926962","0.33333333","","","","17","karyopherin (importin) beta 1","1.0","0.321","1.0","3837","false","Nucleus","KPNB1","8.5","1","17","","4","0","0","0.76006085","true","0","KPNB1","137502","",,"0.31730769","transporter"
"39553","1.5","0.0","16",,"0.66666667","0.0","","","","2","kringle containing transmembrane protein 2","6.2E-48","1.919","3.4E-49","79412","false","Other","KREMEN2","2.0","1","16","","1","0","0","0.75","true","0","KREMEN2","0","",,"0.0","other"
"39554","1.0","1.0","16",,"1.0","0.0","","","","1","progestin and adipoQ receptor family member IV","1.38E-53","1.171","6.71E-55","124222","false","Other","PAQR4","1.0","2","16","","2","0","0","1.0","true","0","PAQR4","2","",,"0.0","other"
"39555","2.4","0.0","17",,"0.41666667","0.0","","","","4","keratin 14, type I","3.79E-49","-2.588","2.03E-50","3861","false","Cytoplasm","KRT14","3.0","1","17","","1","0","0","0.65","true","0","KRT14","0","",,"0.0","other"
"39556","1.6","0.7","12",,"0.625","0.0","","","","3","keratin 5, type II","2.08E-62","-2.406","8.35E-64","3852","false","Cytoplasm","KRT5","1.33333333","3","12","","3","0","0","0.85","true","0","KRT5","14","",,"0.33333333","other"
"24677","6.79088535","0.0","17",,"0.1472562","0.0","","","","15","keratin 17, type I","6.39E-55","-1.934","3.04E-56","3872","false","Cytoplasm","KRT17","7.0","1","17","","1","0","0","0.73677794","true","0","KRT17","0","",,"0.0","other"
"39557","1.0","0.0","12",,"1.0","0.0","","","","1","keratin 8, type II","1.28E-70","1.904","4.44E-72","3856","false","Cytoplasm","KRT8","1.0","1","12","","1","0","0","1.0","true","0","KRT8","0","",,"0.0","other"
"21316","5.08165203","0.00135522","12","12","0.1967864","0.48717949","","","","14","keratin 18, type I","1.73E-59","1.528","7.31E-61","3875","false","Cytoplasm","KRT18","28.76923077","1","12","","13","0","0","0.81447036","true","0","KRT18","440142","",,"0.21097285","other"
"39558","1.0","0.0","17",,"1.0","0.0","","","","1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1","1.0","0.323","0.999","6605","false","Nucleus","SMARCE1","1.0","1","17","","1","0","0","1.0","true","0","SMARCE1","0","",,"0.0","transcription regulator"
"24678","8.71635414","0.0","17",,"0.11472687","0.0","","","","18","keratin 222, type II","1.0","0.06","1.0","125113","false","Other","KRT222","2.0","1","17","","1","0","0","0.64925663","true","0","KRT222","0","",,"0.0","other"
"24680","1.6","0.6","12",,"0.625","0.0","","","","2","keratin 6B, type II","9.03E-14","-1.353","1.24E-14","3854","false","Cytoplasm","KRT6B","2.5","2","12","","2","0","0","0.85","true","0","KRT6B","12","",,"0.5","other"
"39559","2.8","0.0","12",,"0.35714286","0.0","","","","4","keratin 6A, type II","2.76E-8","-1.325","4.81E-9","3853","false","Cytoplasm","KRT6A","2.0","1","12","","1","0","0","0.55","true","0","KRT6A","0","",,"0.0","other"
"24681","2.0","0.4","12",,"0.5","0.0","","","","3","keratin 6C, type II","2.58E-13","-1.249","3.58E-14","286887","false","Cytoplasm","KRT6C","1.5","2","12","","2","0","0","0.75","true","0","KRT6C","8","",,"0.5","other"
"24682","1.0","0.0","12",,"1.0","0.0","","","","1","keratin 81, type II","1.0","-0.537","0.384","3887","false","Cytoplasm","KRT81","1.0","1","12","","1","0","0","1.0","true","0","KRT81","0","",,"0.0","other"
"24683","1.0","0.0","12",,"1.0","0.0","","","","1","keratin 86, type II","1.0","0.392","0.811","3892","false","Cytoplasm","KRT86","1.0","1","12","","1","0","0","1.0","true","0","KRT86","0","",,"0.0","other"
"39560","2.0","0.0","CHR_HSCHR11_1_CTG6",,"0.5","0.0","","","","3","keratin associated protein 5-2","0.898","0.576","0.295","440021","false","Other","KRTAP5-2","2.0","1","11","","1","0","0","0.66666667","true","0","KRTAP5-2","0","",,"0.0","transporter"
"39561","1.0","0.0","14",,"1.0","0.0","","","","1","kinectin 1 (kinesin receptor)","1.0","-0.186","1.0","3895","false","Plasma Membrane","KTN1","1.0","1","14","","1","0","0","1.0","true","0","KTN1","0","",,"0.0","transmembrane receptor"
"39562","1.0","0.0","14",,"1.0","0.0","","","","1","KTN1 antisense RNA 1","1.0","-0.174","1.0","100129075","false","Other","KTN1-AS1","1.0","1","14","","1","0","0","1.0","true","0","KTN1-AS1","0","",,"0.0","other"
"23930","2.69230769","0.0","19",,"0.37142857","0.0","","","","4","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated","2.99E-28","0.882","2.55E-29","25804","false","Nucleus","LSM4","5.0","1","19","","1","0","0","0.57692308","true","0","LSM4","0","",,"0.0","other"
"39563","2.69230769","0.0","19",,"0.37142857","0.0","","","","4","ubiquitin A-52 residue ribosomal protein fusion product 1","1.0","0.031","1.0","7311","false","Cytoplasm","UBA52","5.0","1","19","","1","0","0","0.57692308","true","0","UBA52","0","",,"0.0","enzyme"
"39564","2.20689655","0.19433498","22","22","0.453125","0.4","","","","4","polymerase (DNA-directed), delta interacting protein 3","1.0","-0.13","1.0","84271","false","Nucleus","POLDIP3","6.6","5","22","","5","0","0","0.82758621","true","0","POLDIP3","336","",,"0.35555556","other"
"24972","6.32281035","9.71E-6","22",,"0.15815752","0.0","","","","14","zinc finger CCCH-type containing 7B","1.0","-0.354","1.0","23264","false","Nucleus","ZC3H7B","8.0","4","22","","2","0","0","0.75805408","true","0","ZC3H7B","3122","",,"0.53846154","other"
"39565","3.03448276","0.0","22",,"0.32954545","1.0","","","","6","polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)","1.0","-0.116","1.0","171568","false","Nucleus","POLR3H","7.0","3","22","","3","0","0","0.70935961","true","0","POLR3H","0","",,"0.53846154","enzyme"
"39566","2.4137931","0.13608374","22",,"0.41428571","0.35714286","","","","5","PHD finger protein 5A","1.0","0.143","1.0","84844","false","Nucleus","PHF5A","5.0","8","22","","8","0","0","0.79802956","true","0","PHF5A","234","",,"0.325","transcription regulator"
"39567","2.86363636","0.0","6",,"0.34920635","0.0","","","","4","lactation elevated 1","0.796","0.529","0.257","246269","false","Cytoplasm","LACE1","7.0","1","6","","1","0","0","0.53409091","true","0","LACE1","0","",,"0.0","other"
"39568","2.0","0.03571429","4",,"0.5","0.0","","","","3","SEC24 family member B","1.0","-0.016","1.0","10427","false","Cytoplasm","SEC24B","3.5","2","4","","2","0","0","0.66666667","true","0","SEC24B","4","",,"0.625","transporter"
"21998","5.6883456","0.00618543","7",,"0.17579804","0.02777778","","","","14","LanC lantibiotic synthetase component C-like 2 (bacterial)","1.0","0.056","1.0","55915","false","Plasma Membrane","LANCL2","5.33333333","1","7","","9","0","0","0.78689338","true","0","LANCL2","816374","",,"0.12312312","other"
"24703","7.24994066","4.7472E-4","6",,"0.13793216","0.0","","","","15","large tumor suppressor kinase 1","0.597","-0.535","0.188","9113","false","Nucleus","LATS1","3.0","2","6","","2","0","0","0.71591179","true","0","LATS1","52316","",,"0.5","kinase"
"39569","1.0","0.66666667","1",,"1.0","0.33333333","","","","1","lymphocyte transmembrane adaptor 1","1.0","-0.051","1.0","54900","false","Cytoplasm","LAX1","1.66666667","3","1","","3","0","0","1.0","true","0","LAX1","4","",,"0.66666667","other"
"39570","1.66666667","0.0","8",,"0.6","0.0","","","","2","nuclear GTPase, germinal center associated","1.0","-0.232","1.0","389643","false","Nucleus","NUGGC","3.0","1","8","","1","0","0","0.66666667","true","0","NUGGC","0","",,"0.0","other"
"20827","1.33333333","0.0","22",,"0.75","1.0","","","","2","meiotic double-stranded break formation protein 1","1.0","0.005","1.0","150365","false","Other","MEI1","2.5","2","22","","2","0","0","0.83333333","true","0","MEI1","0","",,"0.83333333","other"
"20825","1.33333333","0.0","X",,"0.75","1.0","","","AZD-1208, LGH447","2","Pim-2 proto-oncogene, serine/threonine kinase","1.0","0.334","1.0","11040","false","Nucleus","PIM2","2.5","2","X","","2","0","0","0.83333333","true","0","PIM2","0","",,"0.83333333","kinase"
"39571","1.0","0.0","16",,"1.0","0.0","","","","1","lecithin-cholesterol acyltransferase","5.45E-24","-0.789","5.32E-25","3931","false","Extracellular Space","LCAT","1.0","1","16","","1","0","0","1.0","true","0","LCAT","0","",,"0.0","enzyme"
"24825","6.293615","2.9671E-4","16","16","0.15889119","0.0","","","bumetanide","15","solute carrier family 12 (potassium/chloride transporter), member 4","2.71E-44","-1.037","1.59E-45","6560","false","Plasma Membrane","SLC12A4","6.66666667","1","16","","3","0","0","0.75938114","true","0","SLC12A4","41386","",,"0.33333333","transporter"
"39572","4.0","0.0","15",,"0.25","0.0","","","","7","leucine carboxyl methyltransferase 2","1.0","0.193","1.0","9836","false","Other","LCMT2","3.0","1","15","","1","0","0","0.66666667","true","0","LCMT2","0","",,"0.0","enzyme"
"39573","1.0","0.0","15",,"1.0","0.0","","","","1","lactase-like","1.59E-12","0.917","2.29E-13","197021","false","Cytoplasm","LCTL","1.0","1","15","","1","0","0","1.0","true","0","LCTL","0","",,"0.0","enzyme"
"22065","1.0","0.0","15",,"1.0","0.0","","","","1","zwilch kinetochore protein","5.44E-58","1.139","2.39E-59","55055","false","Nucleus","ZWILCH","1.0","1","15","","1","0","0","1.0","true","0","ZWILCH","0","",,"0.0","other"
"39574","1.0","0.0","1",,"1.0","0.0","","","","1","left-right determination factor 1","1.0","0.369","0.999","10637","false","Extracellular Space","LEFTY1","1.0","1","1","","1","0","0","1.0","true","0","LEFTY1","0","",,"0.0","growth factor"
"23788","5.89864704","5.4686E-4","1",,"0.1695304","0.0","","","","16","pyrroline-5-carboxylate reductase family, member 2","1.0","0.359","1.0","29920","false","Cytoplasm","PYCR2","7.0","1","1","","3","0","0","0.77733423","true","0","PYCR2","77940","",,"0.33333333","enzyme"
"39575","1.5","0.0","12",,"0.66666667","0.0","","","","2","LEM domain containing 3","1.0","0.125","1.0","23592","false","Nucleus","LEMD3","2.0","1","12","","1","0","0","0.75","true","0","LEMD3","0","",,"0.0","other"
